date,new_cases,new_deaths,hosp_patients,positive_rate,stringency_index,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2022-02-20,572555.0,1462.0,29225.0,0.44,47.22,-18.0,0.0,-36.0,-36.0,-8.0,7.0
2022-02-21,0.0,0.0,29225.0,0.45,47.22,-16.0,-2.0,-21.0,-25.0,-9.0,7.0
2022-02-22,0.0,0.0,29225.0,0.42,47.22,-8.0,5.0,-14.0,-23.0,-9.0,7.0
2022-02-23,0.0,0.0,29233.0,0.45,47.22,0.0,4.0,-1.0,-46.0,-55.0,19.0
2022-02-24,0.0,0.0,29233.0,0.43,47.22,-14.0,3.0,-18.0,-24.0,-9.0,7.0
2022-02-25,0.0,0.0,29233.0,0.41,47.22,-15.0,4.0,-16.0,-24.0,-9.0,7.0
2022-02-26,0.0,0.0,29233.0,0.4,47.22,-12.0,6.0,-9.0,-24.0,-7.0,6.0
2022-02-27,469867.0,1449.0,29233.0,0.4,47.22,-13.0,4.0,-12.0,-28.0,-5.0,5.0
2022-02-28,0.0,0.0,29233.0,0.39,47.22,-10.0,4.0,-11.0,-22.0,-7.0,6.0
2022-03-01,0.0,0.0,29233.0,0.41,47.22,-13.0,1.0,-21.0,-25.0,-9.0,7.0
2022-03-02,0.0,0.0,27492.0,0.37,47.22,-13.0,3.0,-13.0,-25.0,-9.0,6.0
2022-03-03,0.0,0.0,27492.0,0.39,47.22,-11.0,5.0,-14.0,-25.0,-9.0,7.0
2022-03-04,0.0,0.0,27492.0,0.4,47.22,-17.0,0.0,-17.0,-26.0,-10.0,8.0
2022-03-05,0.0,0.0,27492.0,0.4,47.22,-12.0,4.0,-14.0,-26.0,-8.0,6.0
2022-03-06,438913.0,1665.0,27492.0,0.39,47.22,-13.0,1.0,-18.0,-28.0,-6.0,5.0
2022-03-07,0.0,0.0,27492.0,0.39,47.22,-14.0,0.0,-19.0,-24.0,-8.0,6.0
2022-03-08,0.0,0.0,27492.0,0.38,47.22,-12.0,1.0,-17.0,-24.0,-9.0,7.0
2022-03-09,0.0,0.0,24191.0,0.38,47.22,-11.0,1.0,-11.0,-24.0,-9.0,6.0
2022-03-10,0.0,0.0,24191.0,0.36,47.22,-10.0,3.0,-13.0,-23.0,-9.0,6.0
2022-03-11,0.0,0.0,24191.0,0.37,47.22,-14.0,-1.0,-15.0,-24.0,-10.0,7.0
2022-03-12,0.0,0.0,24191.0,0.36,47.22,-9.0,4.0,-8.0,-21.0,-10.0,5.0
2022-03-13,378863.0,1219.0,24191.0,0.36,47.22,-9.0,3.0,-7.0,-22.0,-5.0,4.0
2022-03-14,0.0,0.0,24191.0,0.36,47.22,-10.0,-1.0,-18.0,-22.0,-8.0,6.0
2022-03-15,0.0,0.0,24191.0,0.36,47.22,-8.0,4.0,-13.0,-22.0,-9.0,6.0
2022-03-16,0.0,0.0,19767.0,0.37,47.22,-10.0,2.0,-8.0,-22.0,-9.0,5.0
2022-03-17,0.0,0.0,19767.0,0.36,47.22,-10.0,3.0,-13.0,-22.0,-9.0,6.0
2022-03-18,0.0,0.0,19767.0,0.36,47.22,-19.0,-9.0,-43.0,-25.0,-12.0,9.0
2022-03-19,0.0,0.0,19767.0,0.35,47.22,-11.0,3.0,-25.0,-19.0,-8.0,5.0
2022-03-20,331694.0,891.0,19767.0,0.35,47.22,-3.0,7.0,1.0,-11.0,-5.0,2.0
2022-03-21,0.0,0.0,19767.0,0.39,45.37,11.0,6.0,15.0,-36.0,-59.0,17.0
2022-03-22,0.0,0.0,19767.0,0.35,45.37,-16.0,-5.0,-37.0,-22.0,-9.0,7.0
2022-03-23,0.0,0.0,16233.0,0.34,45.37,-10.0,0.0,-19.0,-21.0,-8.0,5.0
2022-03-24,0.0,0.0,16233.0,0.34,45.37,-7.0,2.0,-10.0,-20.0,-9.0,5.0
2022-03-25,0.0,0.0,16233.0,0.34,45.37,-8.0,3.0,-7.0,-19.0,-10.0,5.0
2022-03-26,0.0,0.0,16233.0,0.35,45.37,-14.0,-4.0,-38.0,-22.0,-9.0,6.0
2022-03-27,273629.0,722.0,16233.0,0.35,45.37,-5.0,5.0,8.0,-14.0,-4.0,2.0
2022-03-28,0.0,0.0,16233.0,0.32,45.37,-5.0,1.0,-1.0,-17.0,-10.0,5.0
2022-03-29,0.0,0.0,16233.0,0.36,45.37,-3.0,2.0,0.0,-19.0,-11.0,5.0
2022-03-30,0.0,0.0,12581.0,0.38,45.37,-2.0,4.0,15.0,-18.0,-11.0,4.0
2022-03-31,0.0,0.0,12581.0,0.38,45.37,-7.0,2.0,-13.0,-20.0,-9.0,5.0
2022-04-01,0.0,0.0,12581.0,0.37,45.37,-13.0,-3.0,-10.0,-21.0,-10.0,6.0
2022-04-02,0.0,0.0,12581.0,0.37,45.37,-8.0,2.0,12.0,-15.0,-10.0,3.0
2022-04-03,324367.0,519.0,12581.0,0.38,45.37,-12.0,-3.0,-13.0,-20.0,-9.0,4.0
2022-04-04,0.0,0.0,12581.0,0.38,45.37,-14.0,-8.0,-18.0,-20.0,-12.0,5.0
2022-04-05,0.0,0.0,12581.0,0.36,45.37,-5.0,2.0,7.0,-18.0,-12.0,5.0
2022-04-06,0.0,0.0,11917.0,0.36,45.37,-8.0,-1.0,6.0,-19.0,-12.0,4.0
2022-04-07,0.0,0.0,11917.0,0.37,45.37,-9.0,-1.0,-3.0,-19.0,-12.0,5.0
2022-04-08,0.0,0.0,11917.0,0.37,45.37,-11.0,-2.0,-7.0,-18.0,-12.0,6.0
2022-04-09,0.0,0.0,11917.0,0.38,45.37,-7.0,4.0,5.0,-15.0,-12.0,4.0
2022-04-10,337477.0,398.0,11917.0,0.37,45.37,-7.0,5.0,15.0,-15.0,-7.0,2.0
2022-04-11,0.0,0.0,11917.0,0.39,45.37,-12.0,-2.0,-10.0,-16.0,-10.0,4.0
2022-04-12,0.0,0.0,11917.0,0.41,45.37,-8.0,2.0,-3.0,-16.0,-10.0,5.0
2022-04-13,0.0,0.0,12354.0,0.4,45.37,-10.0,0.0,-5.0,-17.0,-10.0,4.0
2022-04-14,0.0,0.0,12354.0,0.38,45.37,-16.0,-7.0,-32.0,-19.0,-11.0,6.0
2022-04-15,0.0,0.0,12354.0,0.38,45.37,-14.0,-2.0,-32.0,-19.0,-11.0,6.0
2022-04-16,0.0,0.0,12354.0,0.38,45.37,-6.0,5.0,-7.0,-17.0,-9.0,4.0
2022-04-17,334688.0,339.0,12354.0,0.37,45.37,-7.0,3.0,7.0,-16.0,-7.0,3.0
2022-04-18,0.0,0.0,12354.0,0.33,45.37,-14.0,-6.0,-20.0,-16.0,-9.0,5.0
2022-04-19,0.0,0.0,12354.0,0.32,45.37,-7.0,1.0,-3.0,-16.0,-9.0,4.0
2022-04-20,0.0,0.0,11508.0,0.3,45.37,-9.0,1.0,-8.0,-16.0,-9.0,4.0
2022-04-21,0.0,0.0,11508.0,0.3,45.37,-12.0,-4.0,-18.0,-16.0,-9.0,5.0
2022-04-22,0.0,0.0,11508.0,0.29,45.37,-10.0,0.0,-9.0,-16.0,-9.0,5.0
2022-04-23,0.0,0.0,11508.0,0.29,45.37,-7.0,4.0,-2.0,-14.0,-9.0,4.0
2022-04-24,285761.0,285.0,11508.0,0.29,45.37,-11.0,-1.0,-21.0,-20.0,-7.0,4.0
2022-04-25,0.0,0.0,11508.0,0.3,45.37,-7.0,3.0,-6.0,-12.0,-7.0,3.0
2022-04-26,0.0,0.0,11508.0,0.13,45.37,-11.0,-2.0,-23.0,-14.0,-8.0,5.0
2022-04-27,0.0,0.0,10774.0,0.13,45.37,-7.0,2.0,-15.0,-14.0,-7.0,4.0
2022-04-28,0.0,0.0,10774.0,0.13,45.37,3.0,7.0,-4.0,-8.0,-7.0,2.0
2022-04-29,0.0,0.0,10774.0,0.13,45.37,-2.0,-5.0,-19.0,-36.0,-58.0,19.0
2022-04-30,0.0,0.0,10774.0,0.13,45.37,-3.0,9.0,14.0,-7.0,-13.0,3.0
2022-05-01,241921.0,293.0,10774.0,0.12,45.37,-10.0,-2.0,-15.0,-12.0,-8.0,3.0
2022-05-02,0.0,0.0,10774.0,0.12,45.37,14.0,10.0,13.0,-12.0,-31.0,8.0
2022-05-03,0.0,0.0,10774.0,0.31,45.37,29.0,11.0,77.0,-16.0,-68.0,14.0
2022-05-04,0.0,0.0,9264.0,0.35,45.37,24.0,9.0,77.0,-19.0,-69.0,14.0
2022-05-05,0.0,0.0,9264.0,0.37,45.37,17.0,9.0,49.0,-27.0,-68.0,17.0
2022-05-06,0.0,0.0,9264.0,0.27,45.37,-7.0,4.0,-2.0,-21.0,-21.0,9.0
2022-05-07,0.0,0.0,9264.0,0.28,45.37,-12.0,1.0,-6.0,-17.0,-5.0,4.0
2022-05-08,197600.0,212.0,9264.0,0.3,45.37,-7.0,3.0,4.0,-16.0,-5.0,3.0
2022-05-09,0.0,0.0,9264.0,0.3,45.37,-15.0,-5.0,-24.0,-15.0,-6.0,5.0
2022-05-10,0.0,0.0,9264.0,0.29,45.37,-6.0,5.0,-3.0,-13.0,-7.0,4.0
2022-05-11,0.0,0.0,9005.0,0.28,45.37,-10.0,1.0,-10.0,-15.0,-7.0,3.0
2022-05-12,0.0,0.0,9005.0,0.28,45.37,-14.0,-3.0,-24.0,-16.0,-7.0,5.0
2022-05-13,0.0,0.0,9005.0,0.32,45.37,-19.0,-8.0,-39.0,-19.0,-8.0,7.0
2022-05-14,0.0,0.0,9005.0,0.31,45.37,-9.0,4.0,-18.0,-18.0,-9.0,5.0
2022-05-15,273523.0,248.0,9005.0,0.3,45.37,-8.0,4.0,4.0,-16.0,-5.0,3.0
2022-05-16,0.0,0.0,9005.0,0.3,45.37,-13.0,-3.0,-20.0,-15.0,-6.0,4.0
2022-05-17,0.0,0.0,9005.0,0.29,45.37,-8.0,1.0,-9.0,-14.0,-6.0,4.0
2022-05-18,0.0,0.0,9256.0,0.29,45.37,-8.0,1.0,0.0,-14.0,-6.0,3.0
2022-05-19,0.0,0.0,9256.0,0.28,45.37,-9.0,0.0,-6.0,-14.0,-7.0,4.0
2022-05-20,0.0,0.0,9256.0,0.28,45.37,-10.0,2.0,-8.0,-15.0,-7.0,4.0
2022-05-21,0.0,0.0,9256.0,0.28,45.37,-9.0,1.0,-14.0,-15.0,-8.0,4.0
2022-05-22,245627.0,246.0,9256.0,0.28,45.37,-7.0,3.0,8.0,-13.0,-5.0,2.0
2022-05-23,0.0,0.0,9256.0,0.27,45.37,-10.0,-1.0,-9.0,-14.0,-6.0,4.0
2022-05-24,0.0,0.0,9256.0,0.27,43.08,-7.0,2.0,-2.0,-13.0,-6.0,4.0
2022-05-25,0.0,0.0,9100.0,0.27,43.08,-6.0,5.0,-2.0,-13.0,-6.0,3.0
2022-05-26,0.0,0.0,9100.0,0.26,43.08,-9.0,1.0,-13.0,-14.0,-6.0,4.0
2022-05-27,0.0,0.0,9100.0,0.25,43.08,-12.0,-3.0,-22.0,-16.0,-7.0,5.0
2022-05-28,0.0,0.0,9100.0,0.23,43.08,-4.0,5.0,-1.0,-11.0,-9.0,3.0
2022-05-29,192931.0,251.0,9100.0,0.22,43.08,-5.0,5.0,7.0,-11.0,-4.0,2.0
2022-05-30,0.0,0.0,9100.0,0.23,43.08,-9.0,0.0,-13.0,-14.0,-5.0,4.0
2022-05-31,0.0,0.0,9100.0,0.21,43.08,-7.0,2.0,-18.0,-14.0,-4.0,4.0
2022-06-01,0.0,0.0,8210.0,0.2,43.08,-7.0,3.0,-5.0,-15.0,-4.0,3.0
2022-06-02,0.0,0.0,8210.0,0.19,43.08,-9.0,1.0,-9.0,-15.0,-5.0,4.0
2022-06-03,0.0,0.0,8210.0,0.16,43.08,-12.0,-2.0,-15.0,-16.0,-6.0,5.0
2022-06-04,0.0,0.0,8210.0,0.16,43.08,-5.0,5.0,2.0,-12.0,-9.0,3.0
2022-06-05,134170.0,215.0,8210.0,0.15,43.08,-8.0,2.0,-5.0,-15.0,-6.0,2.0
2022-06-06,0.0,0.0,8210.0,0.15,43.08,-17.0,-8.0,-35.0,-16.0,-6.0,6.0
2022-06-07,0.0,0.0,8210.0,0.15,43.08,-8.0,2.0,-13.0,-14.0,-5.0,4.0
2022-06-08,0.0,0.0,6505.0,0.14,43.08,-8.0,1.0,-8.0,-14.0,-5.0,4.0
2022-06-09,0.0,0.0,6505.0,0.14,43.08,-9.0,1.0,-8.0,-14.0,-5.0,4.0
2022-06-10,0.0,0.0,6505.0,0.16,37.53,-9.0,1.0,-9.0,-14.0,-6.0,5.0
2022-06-11,0.0,0.0,6505.0,0.15,37.53,-6.0,2.0,-17.0,-14.0,-12.0,4.0
2022-06-12,105948.0,137.0,6505.0,0.15,37.53,-5.0,4.0,3.0,-11.0,-5.0,2.0
2022-06-13,0.0,0.0,6505.0,0.07,37.53,-10.0,-1.0,-10.0,-13.0,-4.0,4.0
2022-06-14,0.0,0.0,6505.0,0.07,37.53,-11.0,-3.0,-24.0,-14.0,-5.0,5.0
2022-06-15,0.0,0.0,5237.0,0.07,37.52,-6.0,4.0,-22.0,-13.0,-5.0,4.0
2022-06-16,0.0,0.0,5237.0,0.07,37.52,-7.0,3.0,-10.0,-12.0,-5.0,4.0
2022-06-17,0.0,0.0,5237.0,0.07,37.52,-8.0,1.0,-9.0,-13.0,-6.0,4.0
2022-06-18,0.0,0.0,5237.0,0.07,37.52,-4.0,4.0,-5.0,-10.0,-9.0,3.0
2022-06-19,98001.0,135.0,5237.0,0.07,37.52,-3.0,6.0,1.0,-10.0,-5.0,2.0
2022-06-20,0.0,0.0,5237.0,0.15,37.52,-8.0,3.0,-12.0,-13.0,-4.0,4.0
2022-06-21,0.0,0.0,5237.0,0.15,37.52,-9.0,-2.0,-18.0,-13.0,-5.0,5.0
2022-06-22,0.0,0.0,4862.0,0.15,37.52,-7.0,1.0,-13.0,-14.0,-4.0,4.0
2022-06-23,0.0,0.0,4862.0,0.15,37.52,-8.0,2.0,-14.0,-13.0,-5.0,4.0
2022-06-24,0.0,0.0,4862.0,0.15,37.52,-7.0,1.0,-16.0,-13.0,-5.0,4.0
2022-06-25,0.0,0.0,4862.0,0.15,37.52,-4.0,6.0,-13.0,-10.0,-11.0,3.0
2022-06-26,103653.0,94.0,4862.0,0.15,37.52,-4.0,6.0,-4.0,-11.0,-5.0,2.0
2022-06-27,0.0,0.0,4862.0,0.15,37.52,-8.0,1.0,-16.0,-13.0,-4.0,4.0
2022-06-28,0.0,0.0,4862.0,0.15,37.52,-4.0,4.0,-12.0,-13.0,-4.0,4.0
2022-06-29,0.0,0.0,5028.0,0.15,37.52,-6.0,3.0,-14.0,-14.0,-5.0,4.0
2022-06-30,0.0,0.0,5028.0,0.15,37.52,-5.0,6.0,-17.0,-14.0,-3.0,4.0
2022-07-01,0.0,0.0,5028.0,0.15,37.52,-9.0,2.0,-18.0,-15.0,-4.0,5.0
2022-07-02,0.0,0.0,5028.0,0.15,37.52,-6.0,5.0,-13.0,-14.0,-8.0,3.0
2022-07-03,122586.0,193.0,5028.0,0.15,37.52,-8.0,2.0,-21.0,-17.0,-6.0,3.0
2022-07-04,0.0,0.0,5028.0,0.15,37.52,-12.0,-1.0,-26.0,-14.0,-5.0,5.0
2022-07-05,0.0,0.0,5028.0,0.15,37.52,-9.0,0.0,-24.0,-15.0,-6.0,5.0
2022-07-06,0.0,0.0,6999.0,0.15,37.52,-9.0,1.0,-16.0,-16.0,-5.0,4.0
2022-07-07,0.0,0.0,6999.0,0.15,37.52,-7.0,2.0,-14.0,-14.0,-5.0,4.0
2022-07-08,0.0,0.0,6999.0,0.15,37.52,-10.0,-1.0,-16.0,-15.0,-6.0,5.0
2022-07-09,0.0,0.0,6999.0,0.15,37.52,-5.0,3.0,-13.0,-14.0,-11.0,4.0
2022-07-10,269760.0,113.0,6999.0,0.15,37.52,-2.0,8.0,-6.0,-14.0,-5.0,2.0
2022-07-11,0.0,0.0,6999.0,0.15,37.52,-11.0,-1.0,-14.0,-14.0,-5.0,4.0
2022-07-12,0.0,0.0,6999.0,0.15,37.52,-10.0,-1.0,-19.0,-15.0,-7.0,5.0
2022-07-13,0.0,0.0,11679.0,0.15,37.52,-10.0,0.0,-17.0,-15.0,-7.0,4.0
2022-07-14,0.0,0.0,11679.0,0.15,37.52,-12.0,-2.0,-23.0,-15.0,-7.0,5.0
2022-07-15,0.0,0.0,11679.0,0.15,37.52,-14.0,-2.0,-28.0,-16.0,-8.0,7.0
2022-07-16,0.0,0.0,11679.0,0.15,37.52,-11.0,1.0,-24.0,-15.0,-10.0,5.0
2022-07-17,559111.0,165.0,11679.0,0.15,37.52,-4.0,3.0,2.0,-8.0,-8.0,2.0
2022-07-18,0.0,0.0,11679.0,0.15,37.52,10.0,4.0,11.0,-35.0,-60.0,17.0
2022-07-19,0.0,0.0,11679.0,0.15,37.52,-14.0,-1.0,-27.0,-17.0,-7.0,10.0
2022-07-20,0.0,0.0,18010.0,0.15,37.52,-9.0,5.0,-12.0,-17.0,-6.0,5.0
2022-07-21,0.0,0.0,18010.0,0.15,37.52,-11.0,1.0,-15.0,-18.0,-8.0,6.0
2022-07-22,0.0,0.0,18010.0,0.15,37.52,-14.0,-1.0,-17.0,-20.0,-9.0,7.0
2022-07-23,0.0,0.0,18010.0,0.15,37.52,-12.0,5.0,-11.0,-18.0,-10.0,5.0
2022-07-24,969068.0,330.0,18010.0,0.15,37.52,-14.0,1.0,-5.0,-19.0,-8.0,4.0
2022-07-25,0.0,0.0,18010.0,0.15,37.52,-10.0,4.0,-12.0,-17.0,-10.0,6.0
2022-07-26,0.0,0.0,18010.0,0.15,37.52,-9.0,3.0,-14.0,-19.0,-11.0,7.0
2022-07-27,0.0,0.0,24860.0,0.15,37.52,-10.0,4.0,-11.0,-19.0,-11.0,6.0
2022-07-28,0.0,0.0,24860.0,0.15,37.52,-9.0,4.0,-12.0,-19.0,-11.0,6.0
2022-07-29,0.0,0.0,24860.0,0.15,37.52,-11.0,4.0,-13.0,-21.0,-12.0,7.0
2022-07-30,0.0,0.0,24860.0,0.15,37.52,-10.0,7.0,-11.0,-19.0,-11.0,5.0
2022-07-31,1379099.0,754.0,24860.0,0.15,37.52,-11.0,5.0,-10.0,-19.0,-7.0,4.0
2022-08-01,0.0,0.0,24860.0,0.15,37.52,-10.0,4.0,-16.0,-19.0,-11.0,6.0
2022-08-02,0.0,0.0,24860.0,0.15,37.52,-8.0,5.0,-9.0,-20.0,-12.0,7.0
2022-08-03,0.0,0.0,30562.0,0.15,37.52,-10.0,3.0,-12.0,-21.0,-12.0,7.0
2022-08-04,0.0,0.0,30562.0,0.15,37.52,-13.0,-1.0,-20.0,-21.0,-13.0,8.0
2022-08-05,0.0,0.0,30562.0,0.15,37.52,-11.0,3.0,-12.0,-21.0,-13.0,8.0
2022-08-06,0.0,0.0,30562.0,0.15,37.52,-10.0,5.0,-8.0,-16.0,-11.0,5.0
2022-08-07,1496968.0,1131.0,30562.0,0.15,37.52,-11.0,4.0,-6.0,-17.0,-9.0,4.0
2022-08-08,0.0,0.0,30562.0,0.15,37.52,-8.0,2.0,-10.0,-19.0,-14.0,6.0
2022-08-09,0.0,0.0,30562.0,0.15,37.52,-4.0,5.0,-5.0,-19.0,-15.0,7.0
2022-08-10,0.0,0.0,36588.0,0.15,37.52,0.0,8.0,-2.0,-17.0,-17.0,5.0
2022-08-11,0.0,0.0,36588.0,0.15,37.52,12.0,11.0,17.0,-31.0,-60.0,17.0
2022-08-12,0.0,0.0,36588.0,0.15,37.52,1.0,11.0,2.0,-25.0,-43.0,14.0
2022-08-13,0.0,0.0,36588.0,0.15,37.52,-19.0,-3.0,-19.0,-26.0,-40.0,10.0
2022-08-14,1395301.0,1546.0,36588.0,0.15,37.52,-9.0,3.0,4.0,-7.0,-20.0,2.0
2022-08-15,0.0,0.0,36588.0,0.15,37.52,12.0,11.0,13.0,-22.0,-54.0,17.0
2022-08-16,0.0,0.0,36588.0,0.15,37.52,4.0,8.0,-2.0,-24.0,-40.0,16.0
2022-08-17,0.0,0.0,37673.0,0.15,37.52,-7.0,3.0,-13.0,-22.0,-22.0,11.0
2022-08-18,0.0,0.0,37673.0,0.15,37.52,-7.0,3.0,-14.0,-20.0,-18.0,11.0
2022-08-19,0.0,0.0,37673.0,0.15,37.52,-8.0,3.0,-1.0,-20.0,-17.0,11.0
2022-08-20,0.0,0.0,37673.0,0.15,37.52,-13.0,3.0,-14.0,-17.0,-10.0,8.0
2022-08-21,1476374.0,1906.0,37673.0,0.15,37.52,-12.0,1.0,-11.0,-16.0,-7.0,6.0
2022-08-22,0.0,0.0,37673.0,0.15,37.52,-11.0,1.0,-7.0,-17.0,-11.0,9.0
2022-08-23,0.0,0.0,37673.0,0.15,37.52,-7.0,4.0,-5.0,-18.0,-12.0,10.0
2022-08-24,0.0,0.0,38866.0,0.15,37.52,-10.0,2.0,-8.0,-19.0,-11.0,9.0
2022-08-25,0.0,0.0,38866.0,0.15,37.52,-7.0,5.0,-11.0,-18.0,-11.0,9.0
2022-08-26,0.0,0.0,38866.0,0.15,37.52,-11.0,2.0,-11.0,-19.0,-11.0,10.0
2022-08-27,0.0,0.0,38866.0,0.15,37.51,-8.0,5.0,-5.0,-14.0,-13.0,7.0
2022-08-28,1258772.0,1976.0,38866.0,0.15,37.51,-11.0,2.0,-12.0,-16.0,-7.0,6.0
2022-08-29,0.0,0.0,38866.0,0.15,37.51,-9.0,1.0,-8.0,-17.0,-10.0,8.0
2022-08-30,0.0,0.0,38866.0,0.15,37.51,-7.0,3.0,-12.0,-18.0,-9.0,8.0
2022-08-31,0.0,0.0,36778.0,0.15,37.51,-9.0,3.0,-16.0,-19.0,-8.0,7.0
2022-09-01,0.0,0.0,36778.0,0.15,37.51,-14.0,0.0,-28.0,-19.0,-8.0,6.0
2022-09-02,0.0,0.0,36778.0,0.15,37.51,-15.0,-2.0,-26.0,-20.0,-8.0,7.0
2022-09-03,0.0,0.0,36778.0,0.15,37.51,-10.0,5.0,-16.0,-18.0,-9.0,5.0
2022-09-04,1164787.0,2040.0,36778.0,0.15,37.51,-9.0,3.0,-7.0,-17.0,-7.0,4.0
2022-09-05,0.0,0.0,36778.0,0.15,37.51,-12.0,1.0,-18.0,-17.0,-7.0,5.0
2022-09-06,0.0,0.0,36778.0,0.15,37.51,-13.0,-2.0,-20.0,-20.0,-10.0,7.0
2022-09-07,0.0,0.0,31195.0,0.15,37.04,-11.0,0.0,-16.0,-17.0,-8.0,5.0
2022-09-08,0.0,0.0,31195.0,0.15,37.04,-10.0,0.0,-18.0,-17.0,-8.0,6.0
2022-09-09,0.0,0.0,31195.0,0.15,37.04,-11.0,0.0,-14.0,-17.0,-8.0,6.0
2022-09-10,0.0,0.0,31195.0,0.15,37.04,-6.0,6.0,-2.0,-13.0,-10.0,4.0
2022-09-11,537181.0,1501.0,31195.0,0.15,37.04,-7.0,4.0,1.0,-12.0,-5.0,3.0
2022-09-12,0.0,0.0,31195.0,0.15,37.04,-11.0,0.0,-11.0,-15.0,-6.0,5.0
2022-09-13,0.0,0.0,31195.0,0.15,37.04,-7.0,3.0,-8.0,-15.0,-7.0,5.0
2022-09-14,0.0,0.0,24407.0,0.15,37.04,-9.0,2.0,-9.0,-15.0,-7.0,4.0
2022-09-15,0.0,0.0,24407.0,0.15,37.04,-6.0,5.0,-10.0,-14.0,-7.0,4.0
2022-09-16,0.0,0.0,24407.0,0.15,37.04,-9.0,3.0,-10.0,-15.0,-8.0,4.0
2022-09-17,0.0,0.0,24407.0,0.15,37.04,-6.0,9.0,-6.0,-9.0,-7.0,3.0
2022-09-18,605919.0,1033.0,24407.0,0.15,37.04,-17.0,-7.0,-29.0,-21.0,-11.0,5.0
2022-09-19,0.0,0.0,24407.0,0.15,37.04,-14.0,-13.0,-34.0,-51.0,-63.0,23.0
2022-09-20,0.0,0.0,24407.0,0.15,37.04,-11.0,2.0,-25.0,-20.0,-9.0,6.0
2022-09-21,0.0,0.0,19347.0,0.15,37.04,-6.0,4.0,-4.0,-13.0,-6.0,3.0
2022-09-22,0.0,0.0,19347.0,0.15,37.04,0.0,7.0,-9.0,-10.0,-7.0,2.0
2022-09-23,0.0,0.0,19347.0,0.15,37.04,3.0,1.0,-9.0,-32.0,-57.0,18.0
2022-09-24,0.0,0.0,19347.0,0.15,37.04,-10.0,1.0,-16.0,-17.0,-15.0,5.0
2022-09-25,535502.0,636.0,19347.0,0.15,37.04,-5.0,6.0,13.0,-3.0,-5.0,1.0
2022-09-26,0.0,0.0,19347.0,0.15,31.48,-8.0,2.0,-8.0,-11.0,-7.0,3.0
2022-09-27,0.0,0.0,19347.0,0.15,31.48,-6.0,2.0,-9.0,-13.0,-7.0,4.0
2022-09-28,0.0,0.0,13888.0,0.15,31.48,-5.0,4.0,-4.0,-13.0,-7.0,3.0
2022-09-29,0.0,0.0,13888.0,0.15,31.48,-6.0,3.0,-7.0,-14.0,-7.0,4.0
2022-09-30,0.0,0.0,13888.0,0.15,31.48,-6.0,6.0,-7.0,-14.0,-6.0,4.0
2022-10-01,0.0,0.0,13888.0,0.15,31.48,-6.0,5.0,4.0,-10.0,-6.0,3.0
2022-10-02,306958.0,555.0,13888.0,0.15,31.48,-7.0,4.0,9.0,-10.0,-5.0,2.0
2022-10-03,0.0,0.0,13888.0,0.15,31.48,-10.0,0.0,-8.0,-13.0,-6.0,4.0
2022-10-04,0.0,0.0,13888.0,0.15,31.48,-8.0,2.0,-8.0,-14.0,-7.0,4.0
2022-10-05,0.0,0.0,10576.0,0.15,31.48,-10.0,-1.0,-18.0,-15.0,-7.0,4.0
2022-10-06,0.0,0.0,10576.0,0.15,31.48,-10.0,-1.0,-20.0,-14.0,-7.0,4.0
2022-10-07,0.0,0.0,10576.0,0.15,31.48,-15.0,-7.0,-32.0,-15.0,-8.0,6.0
2022-10-08,0.0,0.0,10576.0,0.15,31.48,-4.0,6.0,3.0,-6.0,-11.0,2.0
2022-10-09,208547.0,493.0,10576.0,0.15,31.48,-5.0,-1.0,1.0,-4.0,-7.0,1.0
2022-10-10,0.0,0.0,10576.0,0.15,31.48,11.0,3.0,-3.0,-34.0,-60.0,17.0
2022-10-11,0.0,0.0,10576.0,0.15,31.48,-7.0,4.0,-4.0,-13.0,-7.0,4.0
2022-10-12,0.0,0.0,8836.0,0.15,31.48,-9.0,0.0,-4.0,-13.0,-6.0,3.0
2022-10-13,0.0,0.0,8836.0,0.15,31.48,-10.0,-2.0,-13.0,-14.0,-7.0,4.0
2022-10-14,0.0,0.0,8836.0,0.15,31.48,-8.0,2.0,-10.0,-12.0,-7.0,4.0
2022-10-15,0.0,0.0,8836.0,0.15,31.48,-5.0,6.0,5.0,-7.0,-5.0,2.0
